"Account","Codename","URL","List"
"Heike Mehlmann für DIE LINKE Worms","","https://www.facebook.com/106482417881698","DIELINKE_FB_BTW21"
"Daniel Feuerberg","danielfeuerberg1986","https://www.facebook.com/308644613129509","DIELINKE_FB_BTW21"
"Friedrich-Bernd Albers DIE LINKE","FriedrichBerndAlbersDIELINKE","https://www.facebook.com/110870491255397","DIELINKE_FB_BTW21"
"Erich Utz Bundestagsdirektkandidat für Bad Tölz-Wolfratshausen - Miesbach","ErichUtzDirektkandidat2021","https://www.facebook.com/103307358469112","DIELINKE_FB_BTW21"
"Dr. Alexander King","alexanderking.ts","https://www.facebook.com/145686596011407","DIELINKE_FB_BTW21"
"Camila Cirlini","","https://www.facebook.com/109283014529792","DIELINKE_FB_BTW21"
"Nina Treu","nina.treu.linke","https://www.facebook.com/106621681540102","DIELINKE_FB_BTW21"
"EmilTankacheyev","EmilTankacheyev","https://www.facebook.com/102240582143004","DIELINKE_FB_BTW21"
"Evely","evelynschoetz","https://www.facebook.com/106829470797011","DIELINKE_FB_BTW21"
"Kerem Schamberger","keremschambergersblog","https://www.facebook.com/1238468412890682","DIELINKE_FB_BTW21"
"Chris Scheunchen","scheunchen","https://www.facebook.com/1462746044013745","DIELINKE_FB_BTW21"
"Marcus Otto","MarcusDieLinke","https://www.facebook.com/110358764473669","DIELINKE_FB_BTW21"
"Hans-Henning Adler","AdlerHenning","https://www.facebook.com/507550886302428","DIELINKE_FB_BTW21"
"Claus Scheeres - Die Linke","","https://www.facebook.com/105296161531793","DIELINKE_FB_BTW21"
"Hauke Schultz","haukehenningschultz","https://www.facebook.com/331140300688099","DIELINKE_FB_BTW21"
"Heinrich Alexandra Hermann","","https://www.facebook.com/115337010371454","DIELINKE_FB_BTW21"
"Eva-Maria Glathe","","https://www.facebook.com/101815638532104","DIELINKE_FB_BTW21"
"Christian Lindner","lindner.christian","https://www.facebook.com/143504445664134","FDP_FB_BTW21"
"Wolfgang Kubicki","kubicki.wolfgang","https://www.facebook.com/403531479663968","FDP_FB_BTW21"
"FDP","FDP","https://www.facebook.com/21289227249","FDP_FB_BTW21"
"Linda Teuteberg","teuteberg.linda","https://www.facebook.com/206642169865571","FDP_FB_BTW21"
"Marie-Agnes Strack-Zimmermann","mastrackzimmermann","https://www.facebook.com/782677895144628","FDP_FB_BTW21"
"Marco Buschmann","MarcoBuschmannFDP","https://www.facebook.com/1375993365821383","FDP_FB_BTW21"
"Nicole Bauer, MdB","bauer.nicole.fdp","https://www.facebook.com/675646769291203","FDP_FB_BTW21"
"Oliver Luksic, MdB","OlliLuksic","https://www.facebook.com/52888328642","FDP_FB_BTW21"
"Bettina Stark-Watzinger MdB","bettina.starkwa","https://www.facebook.com/468408573213289","FDP_FB_BTW21"
"Gero Hocker","hockergero","https://www.facebook.com/994288540670647","FDP_FB_BTW21"
"Carina Konrad","carinakonrad.fdp","https://www.facebook.com/1768312143484401","FDP_FB_BTW21"
"Volker Wissing","Wissing.FDP","https://www.facebook.com/1566424690272923","FDP_FB_BTW21"
"Karsten Klein","karsten.klein.stadtrat","https://www.facebook.com/120519827980254","FDP_FB_BTW21"
"Frank Müller-Rosentritt, MdB","Stolzer.Chemnitzer","https://www.facebook.com/638812666304504","FDP_FB_BTW21"
"Konstantin Kuhle","kuhle.konstantin","https://www.facebook.com/621835661198523","FDP_FB_BTW21"
"Christian Jung","christianjungfdp","https://www.facebook.com/1120084394716274","FDP_FB_BTW21"
"Torsten Herbst MdB","torsten.herbst","https://www.facebook.com/42099597765","FDP_FB_BTW21"
"Johannes Vogel","johannesvogel","https://www.facebook.com/486203081469505","FDP_FB_BTW21"
"Ulrich Lechte","lechte18","https://www.facebook.com/259242574566478","FDP_FB_BTW21"
"Florian Toncar","FlorianToncarMdB","https://www.facebook.com/617033428501184","FDP_FB_BTW21"
"Dr. Christoph Hoffmann","dr.christoph.hoffmann.fdp","https://www.facebook.com/1165246086869493","FDP_FB_BTW21"
"Marcus Faber","marcusfabermdb","https://www.facebook.com/105315240990459","FDP_FB_BTW21"
"Olaf in der Beek","olafinderbeek","https://www.facebook.com/135185067122584","FDP_FB_BTW21"
"Markus Herbrand - MdB","HerbrandMdB","https://www.facebook.com/635651679840567","FDP_FB_BTW21"
"Bernd Lange","bernd.lange.europa","https://www.facebook.com/481036608649886","FDP_FB_BTW21"
"Christian Dürr","duerr.christian","https://www.facebook.com/1797023703896597","FDP_FB_BTW21"
"Kristine Lütke MdB","KristineLutkeFDP","https://www.facebook.com/115669579800284","FDP_FB_BTW21"
"Anikó Merten","AnikoMertenFDP","https://www.facebook.com/1411545272501192","FDP_FB_BTW21"
"Bernd Reuther MdB","Bernd.Reuther2017","https://www.facebook.com/140847556508677","FDP_FB_BTW21"
"Judith Skudelny","JSkudelny","https://www.facebook.com/459810777747747","FDP_FB_BTW21"
"Matthias Seestern-Pauly","seestern.pauly","https://www.facebook.com/302705179873307","FDP_FB_BTW21"
"Gerald Ullrich","FDPGeraldUllrich","https://www.facebook.com/1981109735453576","FDP_FB_BTW21"
"Philipp Hartewig","philipphartewig","https://www.facebook.com/720838084733674","FDP_FB_BTW21"
"Michael Kruse","michaelkrusefdphamburg","https://www.facebook.com/370127063176268","FDP_FB_BTW21"
"Andrew Ullmann","ullmannMdB","https://www.facebook.com/245945852526795","FDP_FB_BTW21"
"Pascal Kober MdB","PascalKoberFDP","https://www.facebook.com/1913903912210913","FDP_FB_BTW21"
"Jens Beeck","jensbeeck.de","https://www.facebook.com/592280557638475","FDP_FB_BTW21"
"Maximilian Funke-Kaiser","funkekaiser","https://www.facebook.com/575715812512357","FDP_FB_BTW21"
"Sandra Weeser","S.WeeserFDP","https://www.facebook.com/724954954342174","FDP_FB_BTW21"
"Sarah Buss, FDP","geb.Thiel","https://www.facebook.com/475130676258306","FDP_FB_BTW21"
"Otto Fricke","ottofrickefdp","https://www.facebook.com/164713303726525","FDP_FB_BTW21"
"Renata Alt","AltRenata","https://www.facebook.com/1264289176971421","FDP_FB_BTW21"
"Thorsten Lieb","thliebEU","https://www.facebook.com/749396432090053","FDP_FB_BTW21"
"Daniel Föst","daniel.foest.Bundestag","https://www.facebook.com/1026865247418194","FDP_FB_BTW21"
"Till Mansmann","tillmansmannfdp","https://www.facebook.com/647898078564416","FDP_FB_BTW21"
"Ingo Bodtke","Ingo.Bodtke.for.FDP.Bundestag","https://www.facebook.com/104077895110204","FDP_FB_BTW21"
"Konrad Stockmeier","KonradStockmeierFDP","https://www.facebook.com/101156248599596","FDP_FB_BTW21"
"Katrin Helling-Plahr","KatrinHellingPlahr","https://www.facebook.com/101422408233","FDP_FB_BTW21"
"Patrick Kurth","patrick.kurth","https://www.facebook.com/1242998617","FDP_FB_BTW21"
"Thomas Sattelberger","thsattelberger","https://www.facebook.com/1714244788796089","FDP_FB_BTW21"
"Benjamin Strasser","strasser.fdp","https://www.facebook.com/139782149374162","FDP_FB_BTW21"
"Karlheinz Busen","KarlheinzBusen","https://www.facebook.com/1609868125920282","FDP_FB_BTW21"
"Stephan Thomae","stephanthomaefdp","https://www.facebook.com/114479615316279","FDP_FB_BTW21"
"Jens Teutrine","jensteutrine","https://www.facebook.com/111127507727233","FDP_FB_BTW21"
"Jens Brandenburg","JBrandenburgFDP","https://www.facebook.com/364409693629796","FDP_FB_BTW21"
"Muhanad Al-Halak","AlHalakMuhanad","https://www.facebook.com/167241520711879","FDP_FB_BTW21"
"Ulrike Harzer MdB","Ulrike.Harzer.FDP","https://www.facebook.com/173134550946018","FDP_FB_BTW21"
"Christian Sauter, MdB","christianBT1721","https://www.facebook.com/259956694101149","FDP_FB_BTW21"
"Frank Schäffler","frank.schaeffler","https://www.facebook.com/284882801581896","FDP_FB_BTW21"
"Reginald Hanke","reginaldhanke","https://www.facebook.com/1397606910290484","FDP_FB_BTW21"
"Thomas Hacker","FDP.Hacker","https://www.facebook.com/135179350225","FDP_FB_BTW21"
"Phil Hackemann","phil.hackemann","https://www.facebook.com/234193444126795","FDP_FB_BTW21"
"Nico Tippelt MdB","nicotippeltmdb","https://www.facebook.com/101310414002","FDP_FB_BTW21"
"Friedhelm Boginski","friedhelm.boginski","https://www.facebook.com/103686381820453","FDP_FB_BTW21"
"Karl Graf Stauffenberg","KarlGrafStauffenberg","https://www.facebook.com/172209540013551","FDP_FB_BTW21"
"Reinhard Houben","ReinhardKoeln","https://www.facebook.com/271692326585068","FDP_FB_BTW21"
"Manuel Höferlin","ManuelHoeferlin","https://www.facebook.com/1165283856","FDP_FB_BTW21"
"Jürgen Lenders","LendersFDP","https://www.facebook.com/2082368305366559","FDP_FB_BTW21"
"Daniela Kluckert","kluckert.daniela","https://www.facebook.com/1736092590015714","FDP_FB_BTW21"
"Alexander Müller","alexmuellerfdp","https://www.facebook.com/228197331016786","FDP_FB_BTW21"
"Sandra Bubendorfer-Licht MdB","bubendorferlicht","https://www.facebook.com/427823900665329","FDP_FB_BTW21"
"Dr. Ann-Veruschka Jurisch","avjurisch","https://www.facebook.com/115710743642051","FDP_FB_BTW21"
"Sven Bachmann","bachmann2021","https://www.facebook.com/111674134308261","FDP_FB_BTW21"
"Max Mordhorst","maxmordhorstfdp","https://www.facebook.com/112573977130245","FDP_FB_BTW21"
"Jochen Rube - FDP","jochenrubefdp","https://www.facebook.com/168145237052142","FDP_FB_BTW21"
"Katja Hessel","HesselKatja","https://www.facebook.com/589834311205649","FDP_FB_BTW21"
"Thomas Jännert","Jaennert.FDP","https://www.facebook.com/385814645206761","FDP_FB_BTW21"
"Anke Hillmann-Richter","ankefuerulm","https://www.facebook.com/2646625568686945","FDP_FB_BTW21"
"Sebastian Bethge - FDP","bethge.sebastian","https://www.facebook.com/706620716037283","FDP_FB_BTW21"
"Bijan Djir-Sarai","djirsarai","https://www.facebook.com/791450961024980","FDP_FB_BTW21"
"Matthias Nölke","Matthias.Noelke.FDP","https://www.facebook.com/274393199630147","FDP_FB_BTW21"
"Robert Langer","RobertLangerOstfildern","https://www.facebook.com/847209828957009","FDP_FB_BTW21"
"Martin Gassner-Herz","MartinGassnerHerz","https://www.facebook.com/102137858373111","FDP_FB_BTW21"
"Matthias Schniebel, FDP","matthias.schniebel","https://www.facebook.com/2630668590493210","FDP_FB_BTW21"
"Axel Schmidt - Freier Demokrat","AxelSchmidtFreierDemokrat","https://www.facebook.com/1980085188975581","FDP_FB_BTW21"
"Katharina Diem","katharinadiem.fdp","https://www.facebook.com/100197514772162","FDP_FB_BTW21"
"Anton van den Born","antonvandenborn","https://www.facebook.com/549887832595527","FDP_FB_BTW21"
"Michael Limmer","michael.limmer.official","https://www.facebook.com/280228652120484","FDP_FB_BTW21"
"Carolin Abeln","carolinabelnfdp","https://www.facebook.com/104360598480278","FDP_FB_BTW21"
"Stephan Dehler","DehlerFDP","https://www.facebook.com/212090542601981","FDP_FB_BTW21"
"Mathias Zeuner FDP","mathiaszeunerfdp","https://www.facebook.com/103361361921350","FDP_FB_BTW21"
"Roman Senga","RomanSenga","https://www.facebook.com/110016434061188","FDP_FB_BTW21"
"Bianca Hofmann, FDP","biancahofmannfdp","https://www.facebook.com/100633572156327","FDP_FB_BTW21"
"Alexander Graf Lambsdorff","Alexander.Lambsdorff","https://www.facebook.com/519398914740380","FDP_FB_BTW21"
"Patrick Meinhardt","patrick.meinhardt","https://www.facebook.com/74995874417","FDP_FB_BTW21"
"Lencke Wischhusen","lencke.wischhusen","https://www.facebook.com/543524312443675","FDP_FB_BTW21"
"Michael Theurer","michael.theurer","https://www.facebook.com/386021434908185","FDP_FB_BTW21"
"Manfred Todtenhausen","manfred.todtenhausen.fdp","https://www.facebook.com/370645369674729","FDP_FB_BTW21"
"Alexander Brockmeier","brockmeierfdp","https://www.facebook.com/279282275785036","FDP_FB_BTW21"
"Tim Nusser","nusserfdp","https://www.facebook.com/883308571799739","FDP_FB_BTW21"
"Alexander Kulitz","Alexander.Kulitz","https://www.facebook.com/232363686957754","FDP_FB_BTW21"
"Grigorios Aggelidis","Aggelidis.Grigorios","https://www.facebook.com/1318822244876982","FDP_FB_BTW21"
"Kristin Krumm","FDP.KristinKrumm","https://www.facebook.com/1363781940355438","FDP_FB_BTW21"
"Dr. Lukas Köhler MdB","lukaskoehler.fdp","https://www.facebook.com/928551830613355","FDP_FB_BTW21"
"Denise Köcke","denisekoecke","https://www.facebook.com/656052074595976","FDP_FB_BTW21"
"Britta Hundesrügge","hundesruegge","https://www.facebook.com/195470847525702","FDP_FB_BTW21"
"Michael Linnerer","Linnerer2021","https://www.facebook.com/304802179888064","FDP_FB_BTW21"
"Christoph Meyer","christoph.meyer.berlin","https://www.facebook.com/162825633790607","FDP_FB_BTW21"
"Laura Staudacher","Staudacher.Laura","https://www.facebook.com/318438818609078","FDP_FB_BTW21"
"Christian Steffen-Stiehl","Christian.Steffen.Stiehl.FDP","https://www.facebook.com/1317618971591981","FDP_FB_BTW21"
"Roman Müller-Böhm","muellerboehm","https://www.facebook.com/1755235238081958","FDP_FB_BTW21"
"Martin Neumann","MartinNeumannFDP","https://www.facebook.com/276728192749833","FDP_FB_BTW21"
"Katharina Willkomm","KathWillkomm","https://www.facebook.com/1787510671262261","FDP_FB_BTW21"
"Loi Vo FDP","loivofdp","https://www.facebook.com/1271685736308680","FDP_FB_BTW21"
"Volker Görzel FDP","volkergoerzelfdp","https://www.facebook.com/358028287634625","FDP_FB_BTW21"
"Ria Schröder","ria.schroeder.hh","https://www.facebook.com/577202219125903","FDP_FB_BTW21"
"Michael Terwiesche","terwiesche.de","https://www.facebook.com/1961819780703610","FDP_FB_BTW21"
"FDP Nordsachsen","fdpnordsachsen","https://www.facebook.com/651322598298802","FDP_FB_BTW21"
"Henrik Jacobs","","https://www.facebook.com/273785676385192","FDP_FB_BTW21"
"Ralph Lorenz","RalphLorenzFDP","https://www.facebook.com/115978825661253","FDP_FB_BTW21"
"Anja Schulz","AnjaSchulzFDP","https://www.facebook.com/330621880671483","FDP_FB_BTW21"
"Carsten Seelmeyer, Ihr Bundestagskandidat aus Haiger","carsten.seelmeyer.fdp","https://www.facebook.com/607125952830484","FDP_FB_BTW21"
"Dr. Oliver Niedostadek","niedostadek","https://www.facebook.com/1057000184391233","FDP_FB_BTW21"
"Christian Kopp","christian.kopp.7719","https://www.facebook.com/141651189310276","FDP_FB_BTW21"
"Robert Bläsing - FDP","RobertBlaesingFDP","https://www.facebook.com/267512733285321","FDP_FB_BTW21"
"Alexandra Lieb","fdpalexandralieb","https://www.facebook.com/2077934445838735","FDP_FB_BTW21"
"Matthias Krause 2021","matthias.krause.2021","https://www.facebook.com/109893910885034","FDP_FB_BTW21"
"Patrick Büker","patrickbueker2021","https://www.facebook.com/102021661991772","FDP_FB_BTW21"
"Carsten Sonntag - Gemeinderat und Kreistag","","https://www.facebook.com/108481003821441","FDP_FB_BTW21"
"Johannes Schmidt-Ramos, FDP Meißen","schmidtramos.fdp","https://www.facebook.com/322302295122093","FDP_FB_BTW21"
"Charline Kappes","charlinekappes2021","https://www.facebook.com/109290914588835","FDP_FB_BTW21"
"Julian Simon Grünke","JulianSimonGruenke","https://www.facebook.com/101258692171962","FDP_FB_BTW21"
"Gabriel Wölfel","gabrielwoe","https://www.facebook.com/104436127829612","FDP_FB_BTW21"
"Jens-Uwe Peter","jensuwepetercoburg","https://www.facebook.com/390806074325922","FDP_FB_BTW21"
"Anna Neumann","annaneumann2021","https://www.facebook.com/102972651892949","FDP_FB_BTW21"
"Robert Heinze","RobertHeinzeFDP","https://www.facebook.com/104025331665387","FDP_FB_BTW21"
"Marlies Greve, FDP","marliesgrevefdp","https://www.facebook.com/112028760182485","FDP_FB_BTW21"
"Christoph Schork FDP","christophschork.fdp","https://www.facebook.com/103514875204240","FDP_FB_BTW21"
"Henrik Statz - Bundestagskandidat","henrikstatzbundestagskandidat","https://www.facebook.com/109734424680637","FDP_FB_BTW21"
"Heike Stegemann - Bundestagskandidatin","Heike.Stegemann.FDP","https://www.facebook.com/102859821907192","FDP_FB_BTW21"
"Helmut Isringhaus","H.Isringhaus","https://www.facebook.com/2615778985129033","FDP_FB_BTW21"
"Ralf Berlingen, Direktkandidat der FDP, Bundestagswahlkreis 202 - Bitburg","","https://www.facebook.com/109019878117639","FDP_FB_BTW21"
"Ferhat Asi - Politik","","https://www.facebook.com/2429267397092404","FDP_FB_BTW21"
"Tino Josef Ritter","Tinojosefritter","https://www.facebook.com/112190174429321","FDP_FB_BTW21"
"Fabian Griewel","fabiangriewel2021","https://www.facebook.com/1597561890262614","FDP_FB_BTW21"
"Oliver Martin","OliverMartin.lb2","https://www.facebook.com/108990960974960","FDP_FB_BTW21"
"Alexander Meyer","AlexanderMeyerFDP","https://www.facebook.com/109892147540384","FDP_FB_BTW21"
"Nemir Ali","nemir.ali.os","https://www.facebook.com/101347532113198","FDP_FB_BTW21"
"Niklas Hannott","NiklasHannottFDP","https://www.facebook.com/100652551936501","FDP_FB_BTW21"
"Stephan Seiter","seiterfdpremsmurr","https://www.facebook.com/770993489926064","FDP_FB_BTW21"
"Gökhan Akkamis","GoekhanAkkamis","https://www.facebook.com/110443714459641","FDP_FB_BTW21"
"Theresa Ley","leytheresa","https://www.facebook.com/574327489717159","FDP_FB_BTW21"
"Markus Giesler FDP","MarkusGieslerFDP","https://www.facebook.com/104528238275276","FDP_FB_BTW21"
"Christian Poloczek-Becher","ChristianausLiebezurFreiheit","https://www.facebook.com/1966748056713986","FDP_FB_BTW21"
"Nils Gründer","nilsgruenderFDP","https://www.facebook.com/323174961497503","FDP_FB_BTW21"
"Beatrice Vesterling","BeatriceVesterlingFDP","https://www.facebook.com/100510321361464","FDP_FB_BTW21"
"Dennis Pucher","pucherfdp","https://www.facebook.com/106563814529654","FDP_FB_BTW21"
"Claus Rothlehner - FDP","RothlehnerFDP","https://www.facebook.com/101643565292381","FDP_FB_BTW21"
"Martin Probst, FDP","MartinProbstFDP","https://www.facebook.com/176670889774947","FDP_FB_BTW21"
"Dr. Timur Lutfullin","Dr.Timur.Lutfullin","https://www.facebook.com/104786608039174","FDP_FB_BTW21"
"Nino Ruschmeyer","nruschmeyer","https://www.facebook.com/495584800850766","FDP_FB_BTW21"
"Philipp Rösch","philipp.roesch.fdp","https://www.facebook.com/113128444150202","FDP_FB_BTW21"
"Patrick Weiß","PatrickWeissFDP","https://www.facebook.com/106487704220144","FDP_FB_BTW21"
"Moritz Mönkemeyer","moritzmoenkemeyer","https://www.facebook.com/230894974524281","FDP_FB_BTW21"
"Frank Maiwald","frankmaiwald.fdp","https://www.facebook.com/102658238762499","FDP_FB_BTW21"
"Dr. Julia von Buttlar","CityCouncil4DA","https://www.facebook.com/100531688959852","FDP_FB_BTW21"
"Eric Scheuerle","e.scheuerle","https://www.facebook.com/101782268196865","FDP_FB_BTW21"
"Yana Mark","yanamarkfdp","https://www.facebook.com/406823803479708","FDP_FB_BTW21"
"Benjamin Palfner","benpalfnerfdp","https://www.facebook.com/100151801851715","FDP_FB_BTW21"
"Joachim Krämer","johokra","https://www.facebook.com/100954708768811","FDP_FB_BTW21"
"Marco Preißinger","marco.ramon.preissinger","https://www.facebook.com/101010562106289","FDP_FB_BTW21"
"Alexander Künzle","akuenzle.fdp","https://www.facebook.com/101451535374796","FDP_FB_BTW21"
"René Arning","renearning.fdp","https://www.facebook.com/105354667994565","FDP_FB_BTW21"
"Jessica Denné-Weiß","JessicaDenneWeiss","https://www.facebook.com/106337514744921","FDP_FB_BTW21"
"Nicole Burda","nicolemburda","https://www.facebook.com/106864171474293","FDP_FB_BTW21"
"Daniel Rüdel","danielruedel12","https://www.facebook.com/106932961235824","FDP_FB_BTW21"
"Katja Adler","katjadler","https://www.facebook.com/106967991184300","FDP_FB_BTW21"
"Günter Wichert","guenterwichert","https://www.facebook.com/107755397926301","FDP_FB_BTW21"
"Georg Cluse","GeorgCluseFDP","https://www.facebook.com/108776408032895","FDP_FB_BTW21"
"Jan Schupp","FDP.Schupp","https://www.facebook.com/109679314220004","FDP_FB_BTW21"
"Dr. Fabian Horn","","https://www.facebook.com/115867226948667","FDP_FB_BTW21"
"Claudia Raffelhüschen","claudiaraffelhueschen","https://www.facebook.com/117183963525332","FDP_FB_BTW21"
"Johanna Mandelkow","","https://www.facebook.com/100036470047532","FDP_FB_BTW21"
"Christoph Anastasiadis - FDP","","https://www.facebook.com/111108214009213","FDP_FB_BTW21"
"Dr. Frank Sommerfeld","","https://www.facebook.com/444400302638307","FDP_FB_BTW21"
"Anna Kryszan - Wahlkreis 75: Berlin-Mitte","AnnaKryszanFDP","https://www.facebook.com/100956155534888","FDP_FB_BTW21"
"Arian Kriesch","kriesch","https://www.facebook.com/605305606195236","FDP_FB_BTW21"
"Kai Fackler","fackler.freiheit","https://www.facebook.com/348698849553321","FDP_FB_BTW21"
"Jareem Khawaja","","https://www.facebook.com/106985048125023","FDP_FB_BTW21"
"James Robert - Jimmy Blum FDP","JamesRobertBlum","https://www.facebook.com/309921399960287","FDP_FB_BTW21"
"Philipp Karlsson","philippKarlssonRO","https://www.facebook.com/101925344646358","FDP_FB_BTW21"
"Klaus Füssmann","FDP.Klaus.Fuessmann","https://www.facebook.com/1603950312990543","FDP_FB_BTW21"
"Sascha Anton","sascha.anton.official","https://www.facebook.com/395195384606568","FDP_FB_BTW21"
"Peter Jess FDP","Peterjessfdp","https://www.facebook.com/105044521537325","FDP_FB_BTW21"
"Tobias Heisig - FDP","TobiasHeisigFDP","https://www.facebook.com/110560717326273","FDP_FB_BTW21"
"Jan Olsson","realjanolsson","https://www.facebook.com/1036735923117842","FDP_FB_BTW21"
"Sören Gerulat","soeren.gerulat.fdp","https://www.facebook.com/654137521707276","FDP_FB_BTW21"
"Katharina Johanna Wieking","katharinajohannawieking","https://www.facebook.com/108252054813213","FDP_FB_BTW21"
"Sebastian Adler FDP","sebastian.adler.hgw","https://www.facebook.com/102483858620763","FDP_FB_BTW21"
"Ralf Armbrüster","ArmbruesterRalf","https://www.facebook.com/487737344661419","FDP_FB_BTW21"
"Alexander Dorner - FDP","alexander.dorner.fdp","https://www.facebook.com/106861354942017","FDP_FB_BTW21"
"Daniel Bohl","Daniel.Bohl.MV","https://www.facebook.com/1544534482518876","FDP_FB_BTW21"
"Carolin Hümpel","CarolinHuempel","https://www.facebook.com/108287391502266","FDP_FB_BTW21"
"Jorias Bach","JoriasBach","https://www.facebook.com/101886488774626","FDP_FB_BTW21"
"Fabrice Henrici","","https://www.facebook.com/1182226908594961","FDP_FB_BTW21"
"Rüdiger KÖNIG FDP Essen","Ruediger.Koenig.Kandidat120","https://www.facebook.com/106978008158490","FDP_FB_BTW21"
"LarsHartfelder","LarsHartfelder","https://www.facebook.com/100924378762962","FDP_FB_BTW21"
"Erika Watson FDP","erika.watson.fdp","https://www.facebook.com/108812724703116","FDP_FB_BTW21"
"Steven Hermeling FDP","FDPHermeling","https://www.facebook.com/102339681558320","FDP_FB_BTW21"
"Dr. Sven Gehrke","svengehrkefdp","https://www.facebook.com/106909728264126","FDP_FB_BTW21"
"Magnus Mayer","magnusmayer99","https://www.facebook.com/346691602570796","FDP_FB_BTW21"
"Ulrich Bode - Sozial 4.0","","https://www.facebook.com/102815541939752","FDP_FB_BTW21"
"Silke Klotz - Freie Demokraten","SK.Bundestag","https://www.facebook.com/100172248938217","FDP_FB_BTW21"
"Laura Jacobsen-Littig","laurajacobsenlittigfdp","https://www.facebook.com/107815774910059","FDP_FB_BTW21"
"Florian Hirt FDP","","https://www.facebook.com/101360452186587","FDP_FB_BTW21"
"Birgit Haveneth -  FDP","","https://www.facebook.com/130327187140654","FDP_FB_BTW21"
"Florian Wittmann","florian.wittmann.fdp","https://www.facebook.com/111777364327097","FDP_FB_BTW21"
"Ann Cathrin Riedel","anncathrin87","https://www.facebook.com/anncathrin87","FDP_FB_BTW21"
"Karl Lauterbach","Karl.Lauterbach.spd","https://www.facebook.com/638247852865845","SPD_FB_BTW21"
"Olaf Scholz","olafscholz","https://www.facebook.com/104145414310","SPD_FB_BTW21"
"Adis Ahmetovic","AdisAhmetovic.SPD","https://www.facebook.com/113462377450395","SPD_FB_BTW21"
"Kevin Kühnert","KuehniKev","https://www.facebook.com/947558118729088","SPD_FB_BTW21"
"Michael Roth","michael.rothmdb","https://www.facebook.com/1425725414386857","SPD_FB_BTW21"
"Helge Lindh","helgelindh","https://www.facebook.com/339094399790397","SPD_FB_BTW21"
"Aydan Özoguz","AydanOezoguz","https://www.facebook.com/314261885329155","SPD_FB_BTW21"
"Verena Hubertz","verenahubertz.spd","https://www.facebook.com/105233098230457","SPD_FB_BTW21"
"Cansel Kiziltepe","CanselKiziltepe","https://www.facebook.com/538735382836792","SPD_FB_BTW21"
"Dr. Karamba Diaby","DrKarambaDiaby","https://www.facebook.com/330061277100619","SPD_FB_BTW21"
"Svenja Schulze","svenja.schulze","https://www.facebook.com/49017107028","SPD_FB_BTW21"
"Leni Breymaier","BreymaierLeni","https://www.facebook.com/680825728745786","SPD_FB_BTW21"
"Derya Türk-Nachbaur","derytnSPD","https://www.facebook.com/106689868088520","SPD_FB_BTW21"
"Reem Alabali-Radovan","reem.alabaliradovan","https://www.facebook.com/102424668580172","SPD_FB_BTW21"
"Siemtje Möller MdB","siemtjemoeller","https://www.facebook.com/1831908787045024","SPD_FB_BTW21"
"Dirk Wiese","dirkwiesespd","https://www.facebook.com/369365856491724","SPD_FB_BTW21"
"Michael Müller","michael.mueller.berlin","https://www.facebook.com/299147070277017","SPD_FB_BTW21"
"Nils Schmid","Nils.Schmid.SPD","https://www.facebook.com/170951649104","SPD_FB_BTW21"
"Bernd Westphal","bestphal","https://www.facebook.com/125400970980780","SPD_FB_BTW21"
"Hubertus Heil","mdb.hubertusheil","https://www.facebook.com/63215533503","SPD_FB_BTW21"
"Martina Stamm-Fibich","martina.stammfibich","https://www.facebook.com/332058163603185","SPD_FB_BTW21"
"Robin Mesarosch","RobinMesaroschSPD","https://www.facebook.com/360048660677408","SPD_FB_BTW21"
"Ralf Stegner","ralf.stegner","https://www.facebook.com/480641715335370","SPD_FB_BTW21"
"Mahmut Özdemir","oezdemir.spd","https://www.facebook.com/189259604552544","SPD_FB_BTW21"
"Zanda Martens MdB","Zanda.Martens","https://www.facebook.com/103784008040021","SPD_FB_BTW21"
"Susanne Mittag","susanne.mittag.9","https://www.facebook.com/461296367285910","SPD_FB_BTW21"
"Elisabeth Kaiser","ElisabethKaiserTH","https://www.facebook.com/1825871520988552","SPD_FB_BTW21"
"Lars Klingbeil","klingbeil.lars","https://www.facebook.com/355456486093","SPD_FB_BTW21"
"Michelle Müntefering","michelle.muentefering","https://www.facebook.com/439265522793389","SPD_FB_BTW21"
"Josephine Ortleb","josephine.ortleb","https://www.facebook.com/197149160794704","SPD_FB_BTW21"
"Sebastian Fiedler","fiedelseb","https://www.facebook.com/105856601651186","SPD_FB_BTW21"
"Macit Karaahmetoglu","macit.spd","https://www.facebook.com/197843980339458","SPD_FB_BTW21"
"Josip Juratovic","josipjuratovic","https://www.facebook.com/53732354560","SPD_FB_BTW21"
"Marja-Liisa Völlers","voellers","https://www.facebook.com/1795700464080827","SPD_FB_BTW21"
"Frank Schwabe","frankschwabe.spd","https://www.facebook.com/132854030244592","SPD_FB_BTW21"
"Lars Castellucci","larscastellucci","https://www.facebook.com/295376017278501","SPD_FB_BTW21"
"Anette Kramme","anette.kramme.bayreuth","https://www.facebook.com/886463838049032","SPD_FB_BTW21"
"Carsten Schneider","schneidercar","https://www.facebook.com/107591306090255","SPD_FB_BTW21"
"Nina Scheer","ninascheer.spd","https://www.facebook.com/335584086555989","SPD_FB_BTW21"
"Natalie Pawlik","PawlikNatalie","https://www.facebook.com/118018648683989","SPD_FB_BTW21"
